uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"22a2c80b-f18e-4b92-b500-4f38994707fc","SERC_010.basePlot.vst","2019-10-07","D02","SERC","SERC_010","distributed","deciduousForest",38.909676,-76.546253,"WGS84",20.2,365933.70,4307889.71,"18N",25.4,0.2,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",400,200,400,,,,
"41d79349-0768-47b9-b2fd-634197c699c2","SERC_006.basePlot.vst","2019-10-07","D02","SERC","SERC_006","distributed","deciduousForest",38.881090,-76.547314,"WGS84",20.1,365787.90,4304718.86,"18N",3.1,0.1,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","41","25","noneSelected",400,200,400,,,,
"9dfbff9b-fa35-4e5d-b0d1-28baf8faac3f","SERC_021.basePlot.vst","2019-10-08","D02","SERC","SERC_021","distributed","deciduousForest",38.896415,-76.560181,"WGS84",20.3,364700.85,4306438.60,"18N",17.7,0.4,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"1f681840-b6e2-45d9-b7eb-248fc3a74dc1","SERC_002.basePlot.vst","2019-10-09","D02","SERC","SERC_002","distributed","deciduousForest",38.895036,-76.558917,"WGS84",20.1,364807.86,4306283.69,"18N",6.9,0.1,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","32","Y","presentInAll","Y","31|40","10","noneSelected",400,80,400,,,,
"27b655c2-7dd6-4a29-bf57-5711f60a3cb2","SERC_005.basePlot.vst","2019-10-10","D02","SERC","SERC_005","distributed","deciduousForest",38.893246,-76.547604,"WGS84",20.3,365785.62,4306068.33,"18N",15.6,0.6,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","31|32|40","25","noneSelected",400,200,400,,,,
"1826ffc0-239d-4b1c-b784-3c52076a1a8f","SERC_011.basePlot.vst","2019-10-10","D02","SERC","SERC_011","distributed","deciduousForest",38.898525,-76.551056,"WGS84",20.4,365496.20,4306659.27,"18N",34.7,0.7,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","31|32","25","noneSelected",400,200,400,,,,
"efb437fd-10d8-4515-a0dc-41389ce69891","SERC_016.basePlot.vst","2019-10-15","D02","SERC","SERC_016","distributed","deciduousForest",38.899455,-76.547547,"WGS84",20.2,365802.26,4306757.31,"18N",21.5,0.3,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","31_1","N",,"10","noneSelected",400,80,400,,,,
"32d0321b-18ae-4dc7-9454-b7c744521d6a","SERC_004.basePlot.vst","2019-10-17","D02","SERC","SERC_004","distributed","deciduousForest",38.872410,-76.554055,"WGS84",20.1,365186.76,4303765.51,"18N",16.1,0.1,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","40|41","10","noneSelected",400,80,400,,,,
"4d01ecaa-ef02-43ba-a888-98fd6168220d","SERC_012.basePlot.vst","2019-10-24","D02","SERC","SERC_012","distributed","deciduousForest",38.878648,-76.560977,"WGS84",20.3,364598.09,4304468.04,"18N",24.5,0.3,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","Y","41","noneSelected","noneSelected",400,400,400,,,,
"217f1241-e595-4f7e-9322-0309efa2e970","SERC_017.basePlot.vst","2019-10-28","D02","SERC","SERC_017","distributed","deciduousForest",38.876039,-76.535565,"WGS84",20.2,366797.61,4304141.10,"18N",4.4,0.2,"vst_SERC_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","31_1|31_4","Y","41","25","noneSelected",400,200,400,,,,
