uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"183394f3-9a58-4a2a-ad6a-8b2ccb2b9c3f","MLBS_068.basePlot.vst","2018-08-01","D07","MLBS","MLBS_068","tower","deciduousForest",37.375876,-80.528303,"WGS84",20.1,541762.37,4136675.20,"17N",1166.6,0.3,"vst_MLBS_2018",,,"21 | 23","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"d3a54b88-c4f2-4a32-b8b4-008a84d9d448","MLBS_070.basePlot.vst","2018-08-01","D07","MLBS","MLBS_070","tower","deciduousForest",37.375576,-80.526582,"WGS84",20.2,541914.91,4136642.68,"17N",1167.2,0.3,"vst_MLBS_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"c4efc822-55b6-42ef-96a6-dbba362987bf","MLBS_073.basePlot.vst","2018-08-01","D07","MLBS","MLBS_073","tower","deciduousForest",37.378019,-80.525926,"WGS84",20.3,541971.63,4136914.00,"17N",1172.5,0.3,"vst_MLBS_2018",,,"23 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"ab7f60dd-8fb5-4717-bdee-af40db8cef7c","MLBS_065.basePlot.vst","2018-08-01","D07","MLBS","MLBS_065","tower","deciduousForest",37.373423,-80.524934,"WGS84",20.1,542062.03,4136404.56,"17N",1165.1,0.1,"vst_MLBS_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"c7ea8c28-ee42-44be-9b77-240f6aa4ca85","MLBS_075.basePlot.vst","2018-08-01","D07","MLBS","MLBS_075","tower","deciduousForest",37.373405,-80.523564,"WGS84",20.1,542183.34,4136403.17,"17N",1170.1,0.1,"vst_MLBS_2018",,,"39 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"ebbd8ece-542e-4e4f-87d1-62313d8a462f","MLBS_067.basePlot.vst","2018-08-01","D07","MLBS","MLBS_067","tower","deciduousForest",37.378569,-80.527279,"WGS84",20.1,541851.54,4136974.42,"17N",1171.6,0.3,"vst_MLBS_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"12f9a060-2595-4ca4-9459-8973a67579fb","MLBS_072.basePlot.vst","2018-08-01","D07","MLBS","MLBS_072","tower","deciduousForest",37.375302,-80.525243,"WGS84",20.2,542033.62,4136612.88,"17N",1170.2,0.2,"vst_MLBS_2018",,,"21 | 39","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"292dd6c8-c2f4-4f47-b105-f83d57df3dc2","MLBS_063.basePlot.vst","2018-08-01","D07","MLBS","MLBS_063","tower","deciduousForest",37.377486,-80.527932,"WGS84",20.3,541794.33,4136853.98,"17N",1175.7,0.4,"vst_MLBS_2018",,,"23 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"6e49b72c-686d-401d-8ce2-63f0d4bd5a75","MLBS_062.basePlot.vst","2018-08-01","D07","MLBS","MLBS_062","tower","deciduousForest",37.374226,-80.526254,"WGS84",20.3,541944.71,4136493.05,"17N",1170.5,0.6,"vst_MLBS_2018",,,"23 | 39","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"72508bda-a195-442b-b1e0-cae02e864944","MLBS_066.basePlot.vst","2018-08-02","D07","MLBS","MLBS_066","tower","deciduousForest",37.376918,-80.525892,"WGS84",20.1,541975.26,4136791.87,"17N",1172.6,0.2,"vst_MLBS_2018",,,"23 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"dc855cbf-b324-490f-a062-3f43e21741d3","MLBS_069.basePlot.vst","2018-08-02","D07","MLBS","MLBS_069","tower","deciduousForest",37.377742,-80.522851,"WGS84",20.1,542244.03,4136884.64,"17N",1170.7,0.2,"vst_MLBS_2018",,,"21 | 39","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"48b48afb-aad6-4b51-b6ac-93d92cddf3cf","MLBS_074.basePlot.vst","2018-08-02","D07","MLBS","MLBS_074","tower","deciduousForest",37.377774,-80.524592,"WGS84",20.1,542089.87,4136887.41,"17N",1171.4,0.2,"vst_MLBS_2018",,,"23 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"c9c9e7b7-ca98-4a2a-a09c-818e8a93566a","MLBS_076.basePlot.vst","2018-08-02","D07","MLBS","MLBS_076","tower","deciduousForest",37.376397,-80.521192,"WGS84",20.2,542391.67,4136736.17,"17N",1170.9,0.3,"vst_MLBS_2018",,,"23 | 39","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"d5b0a7a2-419f-4a4d-a303-5ba477a4c389","MLBS_071.basePlot.vst","2018-08-02","D07","MLBS","MLBS_071","tower","deciduousForest",37.376640,-80.524185,"WGS84",20.2,542126.54,4136761.79,"17N",1169.5,0.2,"vst_MLBS_2018",,,"21 | 23","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"7e94d3eb-f011-4b8a-bf1f-0f412f846a0c","MLBS_061.basePlot.vst","2018-08-02","D07","MLBS","MLBS_061","tower","deciduousForest",37.376631,-80.519800,"WGS84",20.1,542514.78,4136762.76,"17N",1169.0,0.2,"vst_MLBS_2018",,,"23 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"86abb171-94b2-4746-9f51-b6a1c7f845d4","MLBS_064.basePlot.vst","2018-08-02","D07","MLBS","MLBS_064","tower","deciduousForest",37.375562,-80.520174,"WGS84",20.3,542482.27,4136643.99,"17N",1177.3,0.3,"vst_MLBS_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"mcumberland@battelleecology.org","agifford@battelleecology.org",
"10b86050-88be-4729-b901-0017a93db6e1","MLBS_019.basePlot.vst","2018-08-27","D07","MLBS","MLBS_019","distributed","deciduousForest",37.424360,-80.551226,"WGS84",20.1,539707.25,4142044.20,"17N",785.3,0.2,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"2439a0f4-5b21-468b-93b4-db7708c31830","MLBS_012.basePlot.vst","2018-08-28","D07","MLBS","MLBS_012","distributed","deciduousForest",37.357284,-80.522508,"WGS84",20.1,542285.88,4134615.16,"17N",1284.3,0.2,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"8989fc2e-8048-403e-8d51-32c8f7956cd1","MLBS_017.basePlot.vst","2018-08-28","D07","MLBS","MLBS_017","distributed","deciduousForest",37.358817,-80.526049,"WGS84",20.1,541971.44,4134783.65,"17N",1318.1,0.1,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"17020a73-e017-49c5-b8aa-e4f511d783e0","MLBS_011.basePlot.vst","2018-08-28","D07","MLBS","MLBS_011","distributed","deciduousForest",37.359448,-80.521143,"WGS84",20.1,542405.54,4134855.85,"17N",1286.3,0.2,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"c3d82616-5a31-4596-a46f-840414f1f948","MLBS_018.basePlot.vst","2018-08-29","D07","MLBS","MLBS_018","distributed","deciduousForest",37.426259,-80.489231,"WGS84",20.3,545191.43,4142282.79,"17N",975.8,0.6,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"N",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"b990250b-0c6c-4b01-abca-f565948ebd23","MLBS_016.basePlot.vst","2018-08-30","D07","MLBS","MLBS_016","distributed","deciduousForest",37.415022,-80.574956,"WGS84",20.2,537612.30,4140998.49,"17N",760.9,0.4,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"90535e8f-3b65-43e1-b2f6-d81565db93f1","MLBS_013.basePlot.vst","2018-08-30","D07","MLBS","MLBS_013","distributed","deciduousForest",37.432507,-80.559608,"WGS84",20.2,538961.39,4142944.55,"17N",817.7,0.6,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"N",,"N",,"10","noneSelected",400,80,400,,,,
"f06ba33c-11bb-43b0-bdaa-1b750cd37dae","MLBS_020.basePlot.vst","2018-08-30","D07","MLBS","MLBS_020","distributed","deciduousForest",37.427133,-80.568447,"WGS84",20.1,538182.13,4142344.73,"17N",785.7,0.1,"vst_MLBS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vE",,"Y",,"N",,"N",,"noneSelected","noneSelected",400,400,400,,,,
