uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"f64cf318-9b52-4539-8cee-33ee8f9ab97c","CLBJ_007.basePlot.vst","2019-11-08","D11","CLBJ","CLBJ_007","tower","deciduousForest",33.398827,-97.571225,"WGS84",10.1,632871.95,3696414.43,"14N",273.2,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","40_3","N",,"25","noneSelected",400,200,400,,,,
"0bf0bae7-23cc-400d-9f9a-6e7c83e46823","CLBJ_015.basePlot.vst","2019-11-08","D11","CLBJ","CLBJ_015","tower","deciduousForest",33.397741,-97.571244,"WGS84",10.1,632871.84,3696293.99,"14N",273.7,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","40","Y","31_1|40_3","Y","32|40|41","10","noneSelected",400,80,400,,,,
"0e6cf792-f243-4ff2-9ce1-a492f9b3be26","CLBJ_011.basePlot.vst","2019-11-08","D11","CLBJ","CLBJ_011","tower","deciduousForest",33.396945,-97.571891,"WGS84",10.1,632812.87,3696204.90,"14N",276.5,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"fb18ec35-1b5e-4bc3-857d-a000819b9631","CLBJ_021.basePlot.vst","2019-11-11","D11","CLBJ","CLBJ_021","tower","deciduousForest",33.398814,-97.569922,"WGS84",10.1,632993.15,3696414.65,"14N",280.1,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32_2|41_1","N",,"25","noneSelected",400,200,400,,,,
"98c75010-6ea7-4484-bc9b-9195cf5b8fdc","CLBJ_029.basePlot.vst","2019-11-11","D11","CLBJ","CLBJ_029","tower","deciduousForest",33.399057,-97.568637,"WGS84",10.1,633112.29,3696443.24,"14N",278.6,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","32","Y","31_1|32_2|40_1","N",,"25","noneSelected",400,200,400,,,,
"623e5f76-5b09-4232-af04-988ecb125411","CLBJ_025.basePlot.vst","2019-11-13","D11","CLBJ","CLBJ_025","tower","grasslandHerbaceous",33.397471,-97.569639,"WGS84",10.1,633021.52,3696266.10,"14N",281.5,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","31|40|41","Y","32|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"e906ea73-fec5-47d0-8210-2a32ab8661e8","CLBJ_024.basePlot.vst","2019-11-14","D11","CLBJ","CLBJ_024","tower","deciduousForest",33.396374,-97.569014,"WGS84",10.1,633081.32,3696145.26,"14N",280.2,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"f75751c8-00a7-4fa8-8316-4b6c70f2dbc3","CLBJ_023.basePlot.vst","2019-11-14","D11","CLBJ","CLBJ_023","tower","grasslandHerbaceous",33.397449,-97.568344,"WGS84",10.1,633142.00,3696265.32,"14N",279.1,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","31","Y","31","N",,"noneSelected","noneSelected",400,400,400,,,,
"4db0127d-a6f9-4cec-8387-0cf1a1007d93","CLBJ_019.basePlot.vst","2019-11-14","D11","CLBJ","CLBJ_019","tower","grasslandHerbaceous",33.395844,-97.569673,"WGS84",10.1,633020.84,3696085.65,"14N",281.9,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y","32|40","N",,"noneSelected","noneSelected",400,400,400,,,,
"d17b5d5a-df28-4b99-89ae-1cf99723e9c2","CLBJ_004.basePlot.vst","2019-11-14","D11","CLBJ","CLBJ_004","tower","deciduousForest",33.396903,-97.568989,"WGS84",10.1,633082.84,3696203.95,"14N",281.6,0.1,"vst_CLBJ_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","32","Y","31|41","Y","31|32|41","noneSelected","noneSelected",400,400,400,,,,
