uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"c3a937d2-1c50-473a-926e-e8bd7527ae7b","NIWO_052.basePlot.vst","2015-06-25","vst_NIWO_2015","D13","NIWO","NIWO_052","31",,"51",7.7,208.7,,"NEON.PLA.D13.NIWO.00256",,,"NEON.DOC.000987vE","PIEN","Picea engelmannii Parry ex Engelm.","species",,,,,,"kbarrett@neoninc.org","bhwang@neoninc.org",
"33ff6c1d-4521-42e7-82ce-184115c8ec64","NIWO_052.basePlot.vst","2015-06-25","vst_NIWO_2015","D13","NIWO","NIWO_052","41",,"41",9.3,30.2,,"NEON.PLA.D13.NIWO.00255",,,"NEON.DOC.000987vE","DAFRF","Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz","subspecies",,,,,,"kbarrett@neoninc.org","bhwang@neoninc.org",
"ebdf104c-a03f-4b31-955c-48aab4d0a6a9","NIWO_052.basePlot.vst","2015-06-25","vst_NIWO_2015","D13","NIWO","NIWO_052","32",,"41",4.1,158.1,,"NEON.PLA.D13.NIWO.00257",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","bhwang@neoninc.org",
"9fd5011f-75d2-48b7-85be-998cadef9b03","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00266",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"0eab1e85-ac7e-4f07-a67b-8b40bf83ea3c","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","40",,"41",1.7,265.5,,"NEON.PLA.D13.NIWO.00260",,,"NEON.DOC.000987vE","ABLAL","Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa","variety",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"f10c70a6-9690-4abc-ae82-945ff6e6dba8","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00259",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"1482be5a-ce9d-408d-aaec-740106903a72","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00261",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"644c8411-d302-4a3c-a415-ac7bd8cdb96f","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00264",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"318a1e55-e270-430f-a7cf-0ef7298883e2","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00263",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"b1aa8eb6-6b68-453a-8892-8b9c54759563","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","40",,"41",8.5,7.5,,"NEON.PLA.D13.NIWO.00262",,,"NEON.DOC.000987vE","PIEN","Picea engelmannii Parry ex Engelm.","species",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
"e7303ade-c486-4b9f-a2cc-b04b80da360e","NIWO_062.basePlot.vst","2015-07-09","vst_NIWO_2015","D13","NIWO","NIWO_062","31",,,,,,"NEON.PLA.D13.NIWO.00265",,,"NEON.DOC.000987vE","SALIX","Salix sp.","genus",,,,,,"kbarrett@neoninc.org","dbradley@field-ops.org",
