uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"b7d1f8e8-3bbc-45c2-aacc-117b3dcb5a37","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00325",,,"NEON.DOC.000987vE","FEROC","Ferocactus sp.","genus",,,,,,,,
"5527514b-457c-432f-a3fd-e976cb4224ef","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00334",,,"NEON.DOC.000987vE","OPPH","Opuntia phaeacantha Engelm.","species",,,,,,"srose@neoninc.org","srose@neoninc.org",
"77d74c46-367b-4a2f-8468-8101a3881f2f","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","41",,,,,,"NEON.PLA.D14.SRER.00341",,,"NEON.DOC.000987vE","MAMMI","Mammillaria sp.","genus",,,,,,,,
"0fff120d-0e1e-4158-96d7-ea44f1bd1cce","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00315",,,"NEON.DOC.000987vE","OPEN3","Opuntia engelmannii Salm-Dyck ex Engelm.","species",,,,,,,,
"44294962-58d1-4e35-8ca9-fb345b927056","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00337",,,"NEON.DOC.000987vE","MAMMI","Mammillaria sp.","genus",,,,,,,,
"47fcc6cf-86f6-4211-86eb-14a9b84a1912","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00350",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"6f089e4a-00e6-498e-911a-84295a91a11c","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00333",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"6b5e8b18-d538-4712-8c10-5b5017305608","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00311",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"d2a9166c-60d1-4ef9-a58e-88dfaaf68146","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00316",,,"NEON.DOC.000987vE","MAMMI","Mammillaria sp.","genus",,,,,,,,
"bd40755b-bfd1-4725-8163-611c67022d4f","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00338",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"a197ac55-2737-455b-96f6-c7072cf2fa5a","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","41",,,,,,"NEON.PLA.D14.SRER.00342",,,"NEON.DOC.000987vE","FEROC","Ferocactus sp.","genus",,,,,,,,
"853ed785-9c0a-430a-89db-a21886496f06","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00309",,,"NEON.DOC.000987vE","MAMMI","Mammillaria sp.","genus",,,,,,,,
"963528ca-23b4-41b2-9908-86c26b26d506","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00319",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"9ef766ba-3928-4924-a84c-b8d3494773fc","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00323",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"7af7d995-39b2-4069-9c49-971d9d3a7664","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00314",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
"d1a0c61f-a489-4d7d-a8a7-834afb5c039d","SRER_048.basePlot.vst","2016-01-08","vst_SRER_2015","D14","SRER","SRER_048","23",,,,,,"NEON.PLA.D14.SRER.00352",,,"NEON.DOC.000987vE","CYLIN2","Cylindropuntia sp.","genus",,,,,,,,
