uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"075976a6-e730-499a-8c12-ff5e46646720","HARV_035.basePlot.vst","2018-07-16","D01","HARV","HARV_035","tower","evergreenForest",42.539966,-72.178072,"WGS84",20.2,731727.38,4713590.70,"18N",365.8,0.3,"vst_HARV_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"6cffc9c7-7e7d-47ea-abb4-9c7f5d0cab7b","HARV_048.basePlot.vst","2018-07-16","D01","HARV","HARV_048","tower","mixedForest",42.541304,-72.178017,"WGS84",20.2,731726.94,4713739.43,"18N",360.7,0.3,"vst_HARV_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"2b1c176c-471d-48f5-8c90-1f981efd9de9","HARV_051.basePlot.vst","2018-07-16","D01","HARV","HARV_051","tower","mixedForest",42.534078,-72.179146,"WGS84",20.3,731660.96,4712933.89,"18N",370.0,0.4,"vst_HARV_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","23_4","N",,"100","noneSelected",800,400,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"ca3caf02-0db2-4be6-8380-05554e6f5609","HARV_049.basePlot.vst","2018-07-16","D01","HARV","HARV_049","tower","mixedForest",42.535171,-72.179779,"WGS84",20.3,731604.93,4713053.54,"18N",370.0,0.3,"vst_HARV_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","23_2|23_4|40|32|31","N",,"100","noneSelected",800,400,800,,"scook@battelleecology.org","jwebber@field-ops.org",
"d62757dd-d116-48ba-b274-4551d63179c1","HARV_043.basePlot.vst","2018-07-16","D01","HARV","HARV_043","tower","evergreenForest",42.541027,-72.176583,"WGS84",20.1,731845.73,4713712.60,"18N",354.4,0.2,"vst_HARV_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N",,"N",,"noneSelected","noneSelected",800,800,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"6ea6b71f-8b72-4d77-8a53-916369a878c2","HARV_045.basePlot.vst","2018-07-16","D01","HARV","HARV_045","tower","deciduousForest",42.542078,-72.171300,"WGS84",20.1,732275.68,4713843.79,"18N",370.0,0.1,"vst_HARV_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","N",,"N",,"noneSelected","noneSelected",800,800,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"e871d1f7-a95f-4db0-aad2-8d3f4f72a3a8","HARV_038.basePlot.vst","2018-07-16","D01","HARV","HARV_038","tower","mixedForest",42.537334,-72.177877,"WGS84",20.2,731753.13,4713298.95,"18N",367.4,0.3,"vst_HARV_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","23_4|39_1|39_3","N",,"100","noneSelected",800,400,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"b25328b6-789d-4c01-8673-9834d1ebfe84","HARV_046.basePlot.vst","2018-07-16","D01","HARV","HARV_046","tower","mixedForest",42.537915,-72.180759,"WGS84",20.3,731514.30,4713355.58,"18N",361.4,0.3,"vst_HARV_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",800,40,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"d8001cfa-b301-4cb1-883c-9d16b292fbdc","HARV_040.basePlot.vst","2018-07-16","D01","HARV","HARV_040","tower","mixedForest",42.539918,-72.175931,"WGS84",20.1,731903.38,4713591.23,"18N",342.8,0.1,"vst_HARV_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","23_2|23_4","N",,"1","noneSelected",800,4,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"3fe67941-3fd8-4cf4-a643-172f25dc25f5","HARV_052.basePlot.vst","2018-07-16","D01","HARV","HARV_052","tower","mixedForest",42.542130,-72.176577,"WGS84",20.3,731842.14,4713835.11,"18N",358.9,0.3,"vst_HARV_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y",,"N",,"N",,"noneSelected","noneSelected",800,800,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"0517fea3-aee5-481e-b330-5e38f4282c17","HARV_039.basePlot.vst","2018-07-16","D01","HARV","HARV_039","tower","mixedForest",42.533247,-72.177690,"WGS84",20.2,731783.62,4712845.59,"18N",373.2,0.2,"vst_HARV_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"148ebe7f-3de6-4dac-94ec-2ef61358ba82","HARV_047.basePlot.vst","2018-07-16","D01","HARV","HARV_047","tower","deciduousForest",42.536689,-72.175706,"WGS84",20.2,731933.82,4713233.26,"18N",367.3,0.4,"vst_HARV_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","21_1|21_4|41_1","N",,"25","noneSelected",800,100,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
"86b94822-345e-436d-93d8-ddafeff9395b","HARV_034.basePlot.vst","2018-07-16","D01","HARV","HARV_034","tower","evergreenForest",42.535686,-72.177968,"WGS84",20.3,731751.76,4713115.68,"18N",372.1,0.4,"vst_HARV_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"scook@battelleecology.org","gvanscoy@field-ops.org",
"390b494b-3216-4c2b-be60-ae3444595673","HARV_036.basePlot.vst","2018-07-16","D01","HARV","HARV_036","tower","deciduousForest",42.542123,-72.173119,"WGS84",20.1,732126.13,4713843.80,"18N",368.2,0.2,"vst_HARV_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"muffenbeck@battelleecology.org","gvanscoy@field-ops.org",
