uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"1069a4de-834a-423e-a791-035f3d58a477","LENO_070.basePlot.vst","2018-11-05","D08","LENO","LENO_070","tower","woodyWetlands",31.852662,-88.161999,"WGS84",20.1,390064.47,3524692.94,"16N",12.0,0.1,"vst_LENO_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"3e817bd2-6dcc-4c46-83e3-c12f6045d89d","LENO_069.basePlot.vst","2018-11-05","D08","LENO","LENO_069","tower","woodyWetlands",31.852663,-88.163255,"WGS84",20.1,389945.63,3524694.32,"16N",12.1,0.2,"vst_LENO_2018",,,"21 | 23","NEON.DOC.000987vE",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"9e20824f-005b-476e-990b-539dad38c8fd","LENO_064.basePlot.vst","2018-11-05","D08","LENO","LENO_064","tower","deciduousForest",31.854295,-88.160721,"WGS84",20.1,390187.32,3524872.66,"16N",13.0,0.1,"vst_LENO_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"e35499ae-6a87-48f9-b1aa-de6bcc799d84","LENO_061.basePlot.vst","2018-11-05","D08","LENO","LENO_061","tower","woodyWetlands",31.857544,-88.163277,"WGS84",20.2,389949.35,3525235.41,"16N",12.6,0.2,"vst_LENO_2018",,,"21 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"28d014a2-f4cf-4def-b3e9-1d73b405d84f","LENO_066.basePlot.vst","2018-11-05","D08","LENO","LENO_066","tower","deciduousForest",31.853763,-88.161981,"WGS84",20.2,390067.48,3524814.97,"16N",12.0,0.2,"vst_LENO_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"c123d990-fea4-4171-91fe-0201921a10fe","LENO_063.basePlot.vst","2018-11-05","D08","LENO","LENO_063","tower","deciduousForest",31.855414,-88.160393,"WGS84",20.2,390219.68,3524996.37,"16N",10.8,0.2,"vst_LENO_2018",,,"23 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"7a794e59-c001-4932-8702-003e3e4df4dc","LENO_065.basePlot.vst","2018-11-06","D08","LENO","LENO_065","tower","deciduousForest",31.858090,-88.162383,"WGS84",20.2,390034.58,3525295.02,"16N",12.9,0.2,"vst_LENO_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"10","noneSelected",800,40,800,,,,
"2e411ad5-ce51-4e15-8b5d-e39022e57e9c","LENO_062.basePlot.vst","2018-11-06","D08","LENO","LENO_062","tower","woodyWetlands",31.857054,-88.161742,"WGS84",20.2,390093.99,3525179.53,"16N",12.0,0.3,"vst_LENO_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"c2ebdb37-4ac2-4643-8916-8870d47edde8","LENO_068.basePlot.vst","2018-11-07","D08","LENO","LENO_068","tower","deciduousForest",31.856752,-88.160450,"WGS84",20.1,390215.87,3525144.75,"16N",12.9,0.1,"vst_LENO_2018",,,"39 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"35d7090f-9b05-4645-afd2-4d12db2384a1","LENO_067.basePlot.vst","2018-11-07","D08","LENO","LENO_067","tower","woodyWetlands",31.857048,-88.159170,"WGS84",20.1,390337.33,3525176.27,"16N",17.2,0.1,"vst_LENO_2018",,,"21 | 41","NEON.DOC.000987vE",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"13f7c77c-27aa-49a6-893c-a1135af1aaa0","LENO_070.basePlot.vst","2018-11-19","D08","LENO","LENO_070","tower","woodyWetlands",31.852662,-88.161999,"WGS84",20.1,390064.47,3524692.94,"16N",12.0,0.1,"vst_LENO_2018",,,"21 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
