uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"f6d2eee6-5539-462b-aad5-20b7d4a58cee","JORN_064.basePlot.vst","2018-10-30","D14","JORN","JORN_064","tower","shrubScrub",32.592698,-106.844653,"WGS84",10.1,326880.16,3607636.35,"13N",1323.6,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"ea2770be-a300-4db4-b823-ed5f075abc7e","JORN_045.basePlot.vst","2018-10-30","D14","JORN","JORN_045","tower","shrubScrub",32.592144,-106.843340,"WGS84",20.1,327002.34,3607572.79,"13N",1321.9,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32","N",,"noneSelected","noneSelected",400,400,400,,,,
"c0f5de04-cb83-4173-9c61-f4167ed3ec1c","JORN_055.basePlot.vst","2018-10-30","D14","JORN","JORN_055","tower","shrubScrub",32.591615,-106.842695,"WGS84",10.1,327061.86,3607513.09,"13N",1319.9,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"9d93655a-5041-4819-b75d-2ff633ab0a9d","JORN_047.basePlot.vst","2018-10-30","D14","JORN","JORN_047","tower","shrubScrub",32.591348,-106.843322,"WGS84",20.1,327002.50,3607484.50,"13N",1322.6,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"58e6694c-2a1e-4c46-a425-ffcfcbe92dcc","JORN_059.basePlot.vst","2018-10-30","D14","JORN","JORN_059","tower","shrubScrub",32.592969,-106.844006,"WGS84",10.1,326941.41,3607665.35,"13N",1321.9,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","31","N",,"noneSelected","noneSelected",400,400,400,,,,
"bb95fb4f-03ea-496e-ba09-839fd66ed4bc","JORN_044.basePlot.vst","2018-10-31","D14","JORN","JORN_044","tower","shrubScrub",32.589481,-106.841383,"WGS84",20.1,327180.92,3607274.34,"13N",1323.2,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","40","N",,"noneSelected","noneSelected",400,400,400,,,,
"b95af00f-ca56-4a4d-b6e9-e616e145cd05","JORN_070.basePlot.vst","2018-10-31","D14","JORN","JORN_070","tower","grasslandHerbaceous",32.589491,-106.840734,"WGS84",10.2,327241.85,3607274.39,"13N",1322.7,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32|40|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"cfa8139d-a26a-4a40-adc5-87b2ba7758c2","JORN_050.basePlot.vst","2018-10-31","D14","JORN","JORN_050","tower","shrubScrub",32.589742,-106.842024,"WGS84",10.1,327121.25,3607304.32,"13N",1323.0,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","41","N",,"noneSelected","noneSelected",400,400,400,,,,
"4323f6e3-a55b-445b-aee0-c483c366e717","JORN_051.basePlot.vst","2018-10-31","D14","JORN","JORN_051","tower","shrubScrub",32.592948,-106.843359,"WGS84",10.1,327002.10,3607661.97,"13N",1318.9,0.1,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"71c48b72-18dd-46f1-a6e4-454abdd11f5b","JORN_069.basePlot.vst","2018-10-31","D14","JORN","JORN_069","tower","shrubScrub",32.589200,-106.842011,"WGS84",10.1,327121.43,3607244.21,"13N",1323.2,0.2,"vst_JORN_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y","32","N",,"noneSelected","noneSelected",400,400,400,,,,
