uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"fcc9a195-a9ca-4acf-bbcc-ad15c24e564f","WREF_012.basePlot.vst","2019-07-15","D16","WREF","WREF_012","distributed","evergreenForest",45.840576,-121.863912,"WGS84",20.3,588222.07,5076962.16,"10N",321.1,0.4,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32_2|40_1|41_4","N",,"10","noneSelected",400,80,,,,,
"4e6a6add-1f9a-4d90-9c1c-a1f4e16f2233","WREF_016.basePlot.vst","2019-07-15","D16","WREF","WREF_016","distributed","evergreenForest",45.826426,-121.993608,"WGS84",20.2,578170.46,5075254.95,"10N",577.9,0.3,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","31_1|32_2|40_3","N",,"3","noneSelected",400,24,,,,,
"e0817f1b-9d08-4191-b7a1-c335c388c564","WREF_015.basePlot.vst","2019-07-16","D16","WREF","WREF_015","distributed","evergreenForest",45.826107,-122.017923,"WGS84",20.2,576282.26,5075196.00,"10N",572.4,0.2,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"3","noneSelected",400,24,400,,,,
"49020261-e666-4f0a-990e-1e835da5e112","WREF_013.basePlot.vst","2019-07-18","D16","WREF","WREF_013","distributed","evergreenForest",45.835857,-122.018935,"WGS84",20.1,576190.35,5076278.29,"10N",614.2,0.1,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"d1898ebe-4b2c-474c-a3b9-864a02f13c5e","WREF_019.basePlot.vst","2019-07-22","D16","WREF","WREF_019","distributed","evergreenForest",45.819757,-121.968998,"WGS84",20.1,580091.58,5074538.38,"10N",425.5,0.2,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","40","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"74c7d60b-d88c-4884-b18c-0d2ac603d516","WREF_008.basePlot.vst","2019-07-22","D16","WREF","WREF_008","distributed","evergreenForest",45.823595,-121.973495,"WGS84",20.2,579736.76,5074960.30,"10N",465.4,0.2,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"4a1fbc92-023f-4d6d-9369-f696d3e8fec1","WREF_089.basePlot.vst","2019-07-22","D16","WREF","WREF_089","tower","evergreenForest",45.822925,-121.960577,"WGS84",20.3,580741.16,5074898.83,"10N",384.8,0.3,"vst_WREF_2019",,,"21 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",800,800,800,,,,
"989fcf35-1b4b-487b-aef1-bb1ff07869d0","WREF_003.basePlot.vst","2019-07-22","D16","WREF","WREF_003","distributed","evergreenForest",45.831516,-122.018608,"WGS84",20.2,576221.67,5075796.30,"10N",602.1,0.3,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"3","noneSelected",400,24,400,,,,
"599d1cf2-456b-4ebd-a0cd-3e2ba290c469","WREF_020.basePlot.vst","2019-07-22","D16","WREF","WREF_020","distributed","evergreenForest",45.830006,-121.859917,"WGS84",20.2,588549.06,5075792.22,"10N",556.3,0.2,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"f80488a9-2728-49ec-80e0-c55c1de59ee3","WREF_007.basePlot.vst","2019-07-22","D16","WREF","WREF_007","distributed","evergreenForest",45.850153,-121.989672,"WGS84",20.2,578442.84,5077894.95,"10N",598.4,0.3,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","40_1|40_3","N",,"3","noneSelected",400,24,400,,,,
"ee76420b-ccdd-41fa-9168-18c6f92ea8fe","WREF_001.basePlot.vst","2019-07-22","D16","WREF","WREF_001","distributed","evergreenForest",45.844033,-121.999068,"WGS84",20.1,577721.85,5077205.81,"10N",666.4,0.1,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"3","noneSelected",400,24,400,,,,
"274cfdec-6031-426f-a7bd-34b3c44a8452","WREF_002.basePlot.vst","2019-07-22","D16","WREF","WREF_002","distributed","evergreenForest",45.811294,-121.990796,"WGS84",20.3,578410.12,5073576.50,"10N",579.1,0.3,"vst_WREF_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"4c74e8e2-ae76-4d68-b3da-52448e5ef4c3","WREF_071.basePlot.vst","2019-07-22","D16","WREF","WREF_071","tower","evergreenForest",45.829046,-121.958541,"WGS84",20.2,580890.45,5075580.95,"10N",371.3,0.2,"vst_WREF_2019",,,"21 | 23","NEON.DOC.000987vH","Y","N",,"N",,"N",,"noneSelected","noneSelected",800,400,800,,,,
