uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"f02f94ed-2fb0-4add-82c4-87dcc843c831","JERC_052.basePlot.vst","2018-02-01","D03","JERC","JERC_052","tower","evergreenForest",31.195408,-84.464139,"WGS84",20.1,741630.43,3454029.12,"16N",46.1,0.2,"vst_JERC_2017",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"jlewis@battelleecology.org","smatlick@battelleecology.org",
"d5b4b46d-fe8c-47b4-a12e-0f2ecfaa36c7","JERC_061.basePlot.vst","2018-02-01","D03","JERC","JERC_061","tower","evergreenForest",31.195445,-84.465398,"WGS84",20.3,741510.34,3454030.47,"16N",50.4,0.3,"vst_JERC_2017",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"dbyerley@field-ops.org","sknowlden@battelleecology.org",
"9e239ca3-879d-4ea2-a855-bd32816b853b","JERC_056.basePlot.vst","2018-02-05","D03","JERC","JERC_056","tower","evergreenForest",31.194637,-84.466362,"WGS84",20.1,741420.51,3453938.77,"16N",44.1,0.1,"vst_JERC_2017",,,"39 | 41","NEON.DOC.000987vG","Y","Y","41","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"jlewis@battelleecology.org","smatlick@battelleecology.org",
"5ad66cb5-e47f-4cde-994b-baee34012962","JERC_048.basePlot.vst","2018-02-06","D03","JERC","JERC_048","tower","evergreenForest",31.196458,-84.461913,"WGS84",20.1,741839.93,3454150.41,"16N",47.6,0.1,"vst_JERC_2017",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"Avazquez@battelleecology.org","smatlick@battelleecology.org",
"ed02e502-0006-4432-914d-0921774f1be4","JERC_058.basePlot.vst","2018-02-06","D03","JERC","JERC_058","tower","evergreenForest",31.194552,-84.462282,"WGS84",20.3,741809.61,3453938.27,"16N",47.7,0.4,"vst_JERC_2017",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"dbyerley@field-ops.org","sknowlden@battelleecology.org",
"82c94dff-2d82-491f-a11c-11cf3ad274d1","JERC_049.basePlot.vst","2018-02-07","D03","JERC","JERC_049","tower","evergreenForest",31.196488,-84.464108,"WGS84",20.2,741630.64,3454148.93,"16N",45.5,0.3,"vst_JERC_2017",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"jlewis@battelleecology.org","smatlick@battelleecology.org",
"0d0480f3-4a94-4bcf-be68-8ec18d2b940a","JERC_059.basePlot.vst","2018-02-07","D03","JERC","JERC_059","tower","evergreenForest",31.198066,-84.462488,"WGS84",20.3,741781.03,3454327.45,"16N",42.6,0.4,"vst_JERC_2017",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"dbyerley@field-ops.org","sknowlden@battelleecology.org",
"99bf80b8-a112-43f7-b233-2a1f6a6527a5","JERC_051.basePlot.vst","2018-02-08","D03","JERC","JERC_051","tower","evergreenForest",31.199491,-84.464340,"WGS84",20.3,741600.89,3454481.40,"16N",42.0,0.4,"vst_JERC_2017",,,"21 | 39","NEON.DOC.000987vG","Y","Y","39","Y","presentInAll","N",,"25","noneSelected",800,100,800,"Nestedsubplotareashrubsapling changed from 100 to 25 due to the plot being rollerchopped in 2014 and an excessive number of stems has grown back .","Avazquez@battelleecology.org","smatlick@battelleecology.org",
"3cc2600a-38f9-4086-8210-8816a17aea4b","JERC_060.basePlot.vst","2018-02-13","D03","JERC","JERC_060","tower","evergreenForest",31.198675,-84.465307,"WGS84",20.2,741510.80,3454388.81,"16N",37.9,0.3,"vst_JERC_2017",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","Y","presentInAll","100","noneSelected",800,400,800,,"kmartin@battelleecology.org","mkerstein@neoninc.org",
"8e1a7525-9032-4e1f-87e0-883228b47d67","JERC_065.basePlot.vst","2018-02-14","D03","JERC","JERC_065","tower","evergreenForest",31.200288,-84.465275,"WGS84",20.3,741509.75,3454567.72,"16N",39.5,0.4,"vst_JERC_2017",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,"Subplots implemented in 2018 based on high number of stems previously measured at this plot","mkerstein@neoninc.org","Avazquez@battelleecology.org",
"a8274c6c-28a7-4512-8337-8ece33ed3ec3","JERC_063.basePlot.vst","2018-02-14","D03","JERC","JERC_063","tower","evergreenForest",31.195656,-84.462881,"WGS84",20.1,741749.71,3454059.37,"16N",46.5,0.2,"vst_JERC_2017",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"ebaldwin@battelleecology.org","smatlick@battelleecology.org",
