uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"80b33fe6-10f4-48e5-9027-88947a631c11","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","41",,"61",13.9,243.0,,"NEON.PLA.D05.STEI.01210",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"bgorzek@field-ops.org","shoffman@field-ops.org",
"64aeb778-de2d-4ca3-b60c-e96278966785","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","41","2",,,,,"NEON.PLA.D05.STEI.01204",,,"NEON.DOC.000987vE","ABBA","Abies balsamea (L.) Mill.","species",,,,,,"bgorzek@field-ops.org","shoffman@field-ops.org",
"18cab63e-45bf-4734-8dda-9a0c552f5044","STEI_051.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_051","41",,"61",2.2,213.6,,"NEON.PLA.D05.STEI.01373",,,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",,,,,,"shoffman@field-ops.org","bgorzek@field-ops.org",
"ee323354-a486-4b79-b628-cb577ce71dfc","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","41","2",,,,,"NEON.PLA.D05.STEI.01302",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"bgorzek@field-ops.org","shoffman@field-ops.org",
"9914dc95-4767-44ed-9a43-d2962aa11acf","STEI_051.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_051","21",,"23",5.3,286.1,,"NEON.PLA.D05.STEI.01117",,,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",,,,,,"frosenbower@field-ops.org","eleonard@field-ops.org",
"efc42ff1-4120-4e74-97d8-4fac92bb9e25","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","39","3",,,,,"NEON.PLA.D05.STEI.01102",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"eleonard@field-ops.org","frosenbower@field-ops.org",
"340da81f-641d-4d59-b4bb-361c4ce38b08","STEI_051.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_051","21",,"21",6.6,34.2,,"NEON.PLA.D05.STEI.01132",,,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",,,,,"no transcription errors","frosenbower@field-ops.org","eleonard@field-ops.org",
"1e8ddc46-18f7-4a42-ac87-31709b1e005d","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","39","1",,,,,"NEON.PLA.D05.STEI.01162",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"eleonard@field-ops.org","frosenbower@field-ops.org",
"43f05918-c2a1-4621-ab5b-bc366690d600","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","39","3",,,,,"NEON.PLA.D05.STEI.01185",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"eleonard@field-ops.org","frosenbower@field-ops.org",
"a9aac2ed-cbfb-4006-9815-31a4df9a6d40","STEI_058.basePlot.vst","2015-08-11","vst_STEI_2015","D05","STEI","STEI_058","41","3",,,,,"NEON.PLA.D05.STEI.01391",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"bgorzek@field-ops.org","shoffman@field-ops.org",
