uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"3c669e82-f354-44bd-9657-111ad0797c3e","UKFS_016.basePlot.vst","2018-09-12","D06","UKFS","UKFS_016","distributed","deciduousForest",39.042666,-95.188442,"WGS84",20.1,310603.22,4323790.29,"15N",308.5,0.1,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"3","noneSelected",400,24,400,,,,
"daed675d-db65-470d-9428-70fdfab9fe36","UKFS_019.basePlot.vst","2018-09-12","D06","UKFS","UKFS_019","distributed","deciduousForest",39.031699,-95.195736,"WGS84",20.1,309942.51,4322588.29,"15N",279.6,0.4,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","100",400,200,800,,,,
"0c66a812-aac6-4ad4-8dfb-724a8bd499b5","UKFS_014.basePlot.vst","2018-09-18","D06","UKFS","UKFS_014","distributed","deciduousForest",39.039804,-95.195979,"WGS84",20.2,309943.20,4323488.37,"15N",321.7,0.3,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y","presentInAll","Y","31|40","Y","31|32|40","noneSelected","noneSelected",400,400,400,,,,
"5b4abb63-9af2-4604-aab0-5b2e215ca5d5","UKFS_018.basePlot.vst","2018-09-18","D06","UKFS","UKFS_018","distributed","grasslandHerbaceous",39.053113,-95.192935,"WGS84",20.1,310242.31,4324959.16,"15N",327.6,0.1,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"39dafba2-5049-4184-82d9-d546b442096f","UKFS_015.basePlot.vst","2018-09-18","D06","UKFS","UKFS_015","distributed","deciduousForest",39.053700,-95.204399,"WGS84",20.1,309251.79,4325048.31,"15N",319.5,0.1,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y","presentInAll","Y","32|41","Y","32","noneSelected","noneSelected",400,400,400,,,,
"0f672cb3-487c-4157-85bf-45017f0602d0","UKFS_013.basePlot.vst","2018-09-19","D06","UKFS","UKFS_013","distributed","deciduousForest",39.052723,-95.198461,"WGS84",20.1,309763.04,4324927.43,"15N",321.9,0.1,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y","32|41","Y","32|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"cd3f3794-75ab-4031-b68c-21527b6dee59","UKFS_025.basePlot.vst","2018-09-21","D06","UKFS","UKFS_025","distributed","grasslandHerbaceous",39.055332,-95.189541,"WGS84",20.1,310541.96,4325198.36,"15N",326.5,0.1,"vst_UKFS_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"N",,"N",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"f69df131-b855-4e29-a307-44048e78752b","UKFS_047.basePlot.vst","2018-09-25","D06","UKFS","UKFS_047","tower","deciduousForest",39.040156,-95.190752,"WGS84",20.1,310396.57,4323516.52,"15N",315.8,0.1,"vst_UKFS_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"aa6fa8dd-eddb-40ca-b5a3-9e32d1703ec7","UKFS_048.basePlot.vst","2018-09-25","D06","UKFS","UKFS_048","tower","deciduousForest",39.034469,-95.191972,"WGS84",20.2,310275.76,4322887.87,"15N",276.9,0.2,"vst_UKFS_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"73c8c653-a029-48af-9d9d-5580224aa4ea","UKFS_046.basePlot.vst","2018-09-26","D06","UKFS","UKFS_046","tower","deciduousForest",39.034931,-95.195799,"WGS84",20.2,309945.72,4322947.14,"15N",310.1,0.2,"vst_UKFS_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"faffd259-b069-4189-a081-fe3f74373d08","UKFS_045.basePlot.vst","2018-09-27","D06","UKFS","UKFS_045","tower","deciduousForest",39.037636,-95.194835,"WGS84",20.2,310036.41,4323245.35,"15N",317.4,0.4,"vst_UKFS_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
