uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"e57a8167-9f99-4893-aca0-5ef356f55c15","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02143",,,"NEON.DOC.000987vE","JUCOD","Juniperus communis L. var. depressa Pursh","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"2e159e7e-70af-446a-bf8d-0b4d1ff12c5c","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","23",,"25",14.2,277.7,,"NEON.PLA.D10.RMNP.02307",,,"NEON.DOC.000987vE","PICOL","Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"7a32c19d-a8d1-48e0-868b-2f6c58c8ad35","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,"31",7.7,319.9,,"NEON.PLA.D10.RMNP.02127",,,"NEON.DOC.000987vE","PICOL","Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"972c1ddd-1950-4ed6-b19b-78874bc8053f","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02136",,,"NEON.DOC.000987vE","JUCOD","Juniperus communis L. var. depressa Pursh","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"4122588f-0f00-468d-9986-2760d850bfba","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02135",,,"NEON.DOC.000987vE","JUCOD","Juniperus communis L. var. depressa Pursh","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"6af7fb41-1f09-4e7f-9a1f-611bac044c73","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,"31",10.0,78.1,,"NEON.PLA.D10.RMNP.02130",,,"NEON.DOC.000987vE","PICOL","Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson","variety",,,,,,"dbradley@battelleecology.org","sscherneck@battelleecology.org",
"d26a77b5-5359-4fcd-aa2d-148fac92aa2f","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02134",,,"NEON.DOC.000987vE","JUCOD","Juniperus communis L. var. depressa Pursh","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"99d4e181-c072-4b4a-a1b9-ba514babf99e","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,"31",8.6,339.5,,"NEON.PLA.D10.RMNP.02128",,,"NEON.DOC.000987vE","PICOL","Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"813cf086-0618-4d60-9de9-da10644c3c20","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","23",,,,,,"NEON.PLA.D10.RMNP.02326",,,"NEON.DOC.000987vE","ABLAL","Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"03a409f1-b92c-4855-aaf9-20df3a0fc021","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02139",,,"NEON.DOC.000987vE","JUCOD","Juniperus communis L. var. depressa Pursh","variety",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
"8f934212-613e-4382-8833-a003bda63be5","RMNP_043.basePlot.vst","2017-09-26","vst_RMNP_2017","D10","RMNP","RMNP_043","21",,,,,,"NEON.PLA.D10.RMNP.02151",,,"NEON.DOC.000987vE","PIEN","Picea engelmannii Parry ex Engelm.","species",,,,,,"dbradley@battelleecology.org","jmorris@battelleecology.org",
