uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"59d9382e-6ba2-4834-932c-2f6f705c543b","TALL_056.basePlot.vst","2018-12-05","D08","TALL","TALL_056","tower","evergreenForest",32.948033,-87.395989,"WGS84",20.1,462986.57,3645595.47,"16N",128.5,0.2,"vst_TALL_2018",,,"21 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"43df5db8-1f90-428a-9c11-94316bd230bf","TALL_053.basePlot.vst","2018-12-05","D08","TALL","TALL_053","tower","deciduousForest",32.949102,-87.394400,"WGS84",20.2,463135.54,3645713.42,"16N",121.4,0.4,"vst_TALL_2018",,,"39 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"22cf73d7-7456-4b5f-bb4a-b1e74171e5b2","TALL_054.basePlot.vst","2018-12-05","D08","TALL","TALL_054","tower","evergreenForest",32.948795,-87.397268,"WGS84",20.1,462867.33,3645680.39,"16N",123.3,0.1,"vst_TALL_2018",,,"21 | 39","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"671fc66b-5e78-47d4-8ba3-0c7920ad868a","TALL_045.basePlot.vst","2018-12-10","D08","TALL","TALL_045","tower","evergreenForest",32.951777,-87.397297,"WGS84",20.1,462865.87,3646010.99,"16N",137.6,0.1,"vst_TALL_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"6eacfd77-3ed7-437d-b2d8-e536214cb906","TALL_050.basePlot.vst","2018-12-10","D08","TALL","TALL_050","tower","evergreenForest",32.950434,-87.399209,"WGS84",20.2,462686.60,3645862.78,"16N",133.7,0.2,"vst_TALL_2018",,,"21 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"ca420de2-cc22-49c8-a5c2-164a17017cbf","TALL_055.basePlot.vst","2018-12-11","D08","TALL","TALL_055","tower","deciduousForest",32.948542,-87.398562,"WGS84",20.2,462746.28,3645652.80,"16N",104.9,0.2,"vst_TALL_2018",,,"39 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"a66a3889-4f55-44e8-9b21-01916a174a5e","TALL_057.basePlot.vst","2018-12-11","D08","TALL","TALL_057","tower","evergreenForest",32.947183,-87.397927,"WGS84",20.1,462805.06,3645501.92,"16N",102.7,0.1,"vst_TALL_2018",,,"23 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,,,
"98792526-f399-44b3-bf5c-d136fa6a5588","TALL_061.basePlot.vst","2018-12-11","D08","TALL","TALL_061","tower","evergreenForest",32.948263,-87.399842,"WGS84",20.1,462626.52,3645622.33,"16N",123.7,0.2,"vst_TALL_2018",,,"21 | 39","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"65f29f3d-2367-4792-8708-30057ffb5edd","TALL_044.basePlot.vst","2018-12-12","D08","TALL","TALL_044","tower","evergreenForest",32.952869,-87.397606,"WGS84",20.1,462837.45,3646132.16,"16N",129.1,0.2,"vst_TALL_2018",,,"23 | 39","NEON.DOC.000987vH",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,,,
"c9c10190-924b-4a1c-a647-972fac34457f","TALL_060.basePlot.vst","2018-12-12","D08","TALL","TALL_060","tower","evergreenForest",32.952569,-87.398894,"WGS84",20.1,462716.94,3646099.35,"16N",130.3,0.2,"vst_TALL_2018",,,"23 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"050423ce-bdfc-4bb8-b36f-b3cdf6faedb1","TALL_058.basePlot.vst","2018-12-13","D08","TALL","TALL_058","tower","deciduousForest",32.946938,-87.396626,"WGS84",20.1,462926.57,3645474.30,"16N",98.3,0.1,"vst_TALL_2018",,,"21 | 39","NEON.DOC.000987vH",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"11283bd4-6ed1-4df5-a5de-52a0eef84dfe","TALL_059.basePlot.vst","2018-12-13","D08","TALL","TALL_059","tower","deciduousForest",32.946631,-87.395041,"WGS84",20.1,463074.59,3645439.71,"16N",98.2,0.2,"vst_TALL_2018",,,"21 | 41","NEON.DOC.000987vH",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
