uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"e58781ce-762a-4539-84cf-8fc8b1dff914","BART_039.basePlot.vst","2018-07-16","D01","BART","BART_039","tower","deciduousForest",44.063682,-71.288951,"WGS84",20.3,316680.12,4881493.21,"19N",270.8,0.5,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","39_1|39_3","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"f7c76254-3086-4823-aacc-9802b14959d7","BART_051.basePlot.vst","2018-07-16","D01","BART","BART_051","tower","deciduousForest",44.062847,-71.287742,"WGS84",20.2,316774.37,4881397.78,"19N",280.4,0.4,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"91832150-8c6b-4634-85ad-9469f5678ebc","BART_032.basePlot.vst","2018-07-16","D01","BART","BART_032","tower","deciduousForest",44.067467,-71.287580,"WGS84",20.2,316801.60,4881910.57,"19N",244.7,0.3,"vst_BART_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"94ae5d3f-08a4-4d86-807c-35b7364c13b7","BART_073.basePlot.vst","2018-07-16","D01","BART","BART_073","tower","mixedForest",44.064774,-71.288616,"WGS84",20.1,316710.32,4881613.76,"19N",274.9,0.2,"vst_BART_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"7e1967bb-9e41-4cf4-ab17-3a5ad186b649","BART_037.basePlot.vst","2018-07-16","D01","BART","BART_037","tower","deciduousForest",44.061598,-71.283244,"WGS84",20.2,317130.78,4881249.05,"19N",290.6,0.2,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"1ce529a3-f5d8-4541-aae8-e9dd402ef09b","BART_075.basePlot.vst","2018-07-16","D01","BART","BART_075","tower","mixedForest",44.059141,-71.286492,"WGS84",20.3,316863.06,4880983.36,"19N",297.0,0.4,"vst_BART_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","23_2|41_1|41_4","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"ac01e815-42d1-4731-8b98-141dc4f8bcd3","BART_050.basePlot.vst","2018-07-16","D01","BART","BART_050","tower","mixedForest",44.061510,-71.287690,"WGS84",20.2,316774.41,4881249.16,"19N",287.7,0.3,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","41_1|41_4","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"ab2d1345-d317-43bd-b125-20174672ff49","BART_072.basePlot.vst","2018-07-16","D01","BART","BART_072","tower","deciduousForest",44.060735,-71.286187,"WGS84",20.3,316892.40,4881159.73,"19N",295.9,0.5,"vst_BART_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"10","noneSelected",800,40,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"6d27d001-cb00-4861-8d05-aebad510c9ae","BART_047.basePlot.vst","2018-07-16","D01","BART","BART_047","tower","deciduousForest",44.064968,-71.290855,"WGS84",20.1,316531.60,4881640.29,"19N",262.9,0.2,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","21_4|41_1|41_4","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"e276cd0e-0c88-4058-a751-833ef8326495","BART_042.basePlot.vst","2018-07-16","D01","BART","BART_042","tower","deciduousForest",44.060194,-71.288052,"WGS84",20.2,316741.36,4881103.79,"19N",288.3,0.2,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","39_3|41_4","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
