uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"4804a1e3-f0f7-4f37-bec8-0cff0ccb4f94","JORN_066.basePlot.vst","2015-04-23","vst_JORN_2015","D14","JORN","JORN_066","41",,,,,,"NEON.PLA.D14.JORN.00102",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,"1.0","helias@field-ops.org","amahood@field-ops.org",
"b553f6a7-4c15-4014-92d0-108f48a5099f","JORN_060.basePlot.vst","2015-04-26","vst_JORN_2015","D14","JORN","JORN_060","41",,,,,,"NEON.PLA.D14.JORN.00017",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,"4.1,2.7,2.3,1.9,2.0,1.6,1.2,2.3,1.8,1.3,1.6","shiebert@neoninc.org","eandrew@field-ops.org",
"55c5a0ac-dc2e-4af9-992e-6fa37883b122","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","40",,"41",9.8,323.0,,"NEON.PLA.D14.JORN.00005",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
"f3d24b23-5eb5-4d44-8f3b-361ed452ca5c","JORN_045.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_045","40",,"41",3.1,313.9,,"NEON.PLA.D14.JORN.00018",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"ewashburne@field-ops.org","kharris@neoninc.org",
"061a3016-0e37-43be-b212-ba2b3444d534","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","41",,"41",7.0,20.0,,"NEON.PLA.D14.JORN.00007",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
"85af97ce-1bb1-43c5-8f02-0741d779344d","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","31",,"31",8.7,7.2,,"NEON.PLA.D14.JORN.00002",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
"25b26828-4d1a-4c44-ad78-9b404bc6b550","JORN_045.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_045","41",,"41",8.2,62.0,,"NEON.PLA.D14.JORN.00019",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"ewashburne@field-ops.org","kharris@neoninc.org",
"10cb8ff6-0be8-4a8f-9430-07295e58bb1d","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","41",,"41",7.3,356.0,,"NEON.PLA.D14.JORN.00006",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
"fc57294c-e51a-4a6f-9996-ebe9f45b264e","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","40",,"41",8.8,303.0,,"NEON.PLA.D14.JORN.00004",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
"d07d181f-d214-4046-a8c3-ef3cbe44aff3","JORN_055.basePlot.vst","2015-09-23","vst_JORN_2015","D14","JORN","JORN_055","40",,"41",3.5,282.0,,"NEON.PLA.D14.JORN.00003",,,"NEON.DOC.000987vE","EPTR","Ephedra trifurca Torr. ex S. Watson","species",,,,,,"kharris@neoninc.org","rolinger@field-ops.org",
