uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"f8ccefc6-504a-4662-8d2e-abd900c034a6","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32","2","31",19.4,88.9,,"NEON.PLA.D02.BLAN.05737",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"dfb44d6e-1387-45b6-ba81-a9d07fcb6701","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32","2","51",18.0,186.9,,"NEON.PLA.D02.BLAN.05740",,,"NEON.DOC.000987vE","ROMU","Rosa multiflora Thunb.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"a63af9b9-8f59-44a3-a69d-b2d6574e8ed4","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41","1","49",13.0,129.5,,"NEON.PLA.D02.BLAN.05759",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"6ea5ddf9-96d6-4d6b-a9f8-00a82312e8d1","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41","1","49",14.4,129.8,,"NEON.PLA.D02.BLAN.05760",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"f286119b-52a3-4856-a253-107535923eda","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","31","1","49",19.2,178.5,,"NEON.PLA.D02.BLAN.05751",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"dec5efd8-344c-4f44-9efd-a785038f875c","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","40","1","49",9.7,167.2,,"NEON.PLA.D02.BLAN.05756",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"8c0975b4-6b53-4ce9-a404-69e00a86e5f0","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","31","4","49",14.2,140.4,,"NEON.PLA.D02.BLAN.05748",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"600d383d-ba4d-4435-8c45-d229dba4dc88","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","31","4","49",13.6,137.8,,"NEON.PLA.D02.BLAN.05747",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"576e7f96-39e1-4382-9ef3-47668311f9d7","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32","2","33",2.6,297.7,,"NEON.PLA.D02.BLAN.05742",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"7c3c7869-5d45-4c5d-b5f1-32b5d2320a32","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41","1","49",15.0,120.4,,"NEON.PLA.D02.BLAN.05765",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"fdce4f70-5871-4282-b75f-82d8cde13816","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41","1","49",15.4,128.0,,"NEON.PLA.D02.BLAN.05763",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"df95f765-58b6-4167-9feb-de14ea6e164c","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","40",,,,,,"NEON.PLA.D02.BLAN.05722","5567",,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"31573494-6975-4d97-b589-0c3269f04b0e","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32",,,,,,"NEON.PLA.D02.BLAN.05775","5764",,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"3e78521e-58f4-47f9-a1c6-27da9ffd6c35","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32",,,,,,"NEON.PLA.D02.BLAN.05778","5741",,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"5b440cf3-9267-4ebb-87e3-c54d7f33de3d","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","1",,,,,"NEON.PLA.D02.BLAN.05592",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"3e1ac44d-da8e-40bb-801c-17ccaae527b1","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41","4","51",1.2,179.3,,"NEON.PLA.D02.BLAN.05767",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"ad299057-fb8e-4ff9-b850-016dddd41700","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","32","4",,,,,"NEON.PLA.D02.BLAN.05565",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"101ccc6f-ce82-4542-b463-4c9b2d314478","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","1",,,,,"NEON.PLA.D02.BLAN.05596",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"278cda0f-5b69-4df3-bbae-63ef6d5928c3","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","1",,,,,"NEON.PLA.D02.BLAN.05590",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"90c29cdc-16a0-4ed9-be86-7ad771335362","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","40","1","49",7.6,170.7,,"NEON.PLA.D02.BLAN.05757",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"7f033ea8-2cff-46b7-aeed-969351c15410","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","32","2",,,,,"NEON.PLA.D02.BLAN.05552",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"70eab3a3-8699-445c-85dd-41cd7d430c18","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","40","1","49",9.3,179.1,,"NEON.PLA.D02.BLAN.05755",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"9b31ea25-3835-4ce3-8328-abcc4105b6f7","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32","2",,,,,"NEON.PLA.D02.BLAN.05739",,,"NEON.DOC.000987vE","TEDA","Tetradium daniellii (Benn.) T.G. Hartley","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"cf4c9f0a-9bf6-402e-8da2-ce0f250bfc7f","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","1",,,,,"NEON.PLA.D02.BLAN.05591",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"fbb98fa6-2a62-477f-b699-33f7611176b1","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31",,,,,,"NEON.PLA.D02.BLAN.05735",,,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,"supporting stem not tagged","mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"399db853-e643-4a22-9b0f-eff893c390c4","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","41",,,,,,"NEON.PLA.D02.BLAN.05727","05580",,"NEON.DOC.000987vE","LOJA","Lonicera japonica Thunb.","species",,,,,,"jledvina@field-ops.org","arollosson@field-ops.org",
"26ef6a92-04c5-4af8-8c6f-084a38712786","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","32","2",,,,,"NEON.PLA.D02.BLAN.05551",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"cab652e2-de88-4113-92a8-55cbf844566c","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32",,,,,,"NEON.PLA.D02.BLAN.05772",,,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,"supporting stem not tagged","hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"f0a0d4ff-fc13-4786-b915-d7c1682248a4","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","41","4",,,,,"NEON.PLA.D02.BLAN.05579",,,"NEON.DOC.000987vE","LOMA6","Lonicera maackii (Rupr.) Herder","species",,,,"cf. species",,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"b6413bdc-2328-4c6e-a8d6-f9714ced16c4","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","41",,,,,,"NEON.PLA.D02.BLAN.05768",,,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,"supporting stem not tagged","hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"6c8754c1-6e8e-477d-ab00-66fbaec9de46","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32",,,,,,"NEON.PLA.D02.BLAN.05771",,,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,"supporting stem not tagged","hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"69d8e08b-36bc-4b9c-86fc-ea80e79b1ce8","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32","2",,,,,"NEON.PLA.D02.BLAN.05738",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"bea66a5b-4d45-4506-8e53-5ffce792297d","BLAN_053.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_053","32",,,,,,"NEON.PLA.D02.BLAN.05777","5741",,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,,"hkatz@field-ops.org","dsoteropoulos@neoninc.org",
"be6481bb-b759-4ac5-b8c1-d34ed455e815","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","1",,,,,"NEON.PLA.D02.BLAN.05593",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"214726e2-5f62-460b-9f9d-d7aed56621d6","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31",,,,,,"NEON.PLA.D02.BLAN.05733",,,"NEON.DOC.000987vE","CEOR7","Celastrus orbiculatus Thunb.","species",,,,,"supporting stem not tagged","mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"5788ed5e-5faf-4f10-a352-f02051b71c31","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","4",,,,,"NEON.PLA.D02.BLAN.05584",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
"bd1723cd-d65e-467f-b3ef-edd74d295a02","BLAN_035.basePlot.vst","2015-04-14","vst_BLAN_2015","D02","BLAN","BLAN_035","31","4",,,,,"NEON.PLA.D02.BLAN.05587",,,"NEON.DOC.000987vE","RHDA","Rhamnus davurica Pall.","species",,,,,,"mbelovitch@field-ops.org","dsoteropoulos@neoninc.org",
