uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"1ef75817-6565-40af-b2e8-fcefca8eb869","UKFS_049.basePlot.vst","2018-10-02","D06","UKFS","UKFS_049","tower","deciduousForest",39.037194,-95.189978,"WGS84",20.1,310455.65,4323186.16,"15N",283.7,0.2,"vst_UKFS_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
"dca82790-63fc-4ea4-8257-d4aa62deb165","UKFS_050.basePlot.vst","2018-10-09","D06","UKFS","UKFS_050","tower","deciduousForest",39.035964,-95.197907,"WGS84",20.2,309766.01,4323066.20,"15N",322.2,0.2,"vst_UKFS_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","100",800,400,400,,,,
"1f79ac34-11ad-464e-b24e-660d01ec2044","UKFS_053.basePlot.vst","2018-10-10","D06","UKFS","UKFS_053","tower","deciduousForest",39.039108,-95.189322,"WGS84",20.1,310517.54,4323397.22,"15N",303.1,0.2,"vst_UKFS_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",800,800,800,,,,
"349abed5-f963-4ed9-a35d-2d1939fad39c","UKFS_045.basePlot.vst","2018-10-10","D06","UKFS","UKFS_045","tower","deciduousForest",39.037636,-95.194835,"WGS84",20.2,310036.41,4323245.35,"15N",317.4,0.4,"vst_UKFS_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",800,800,800,,,,
"497f961f-b878-4802-adb0-2dff11e320ae","UKFS_052.basePlot.vst","2018-10-11","D06","UKFS","UKFS_052","tower","deciduousForest",39.036550,-95.195145,"WGS84",20.2,310006.67,4323125.47,"15N",294.4,0.4,"vst_UKFS_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","25",800,100,100,,,,
"d7d455be-9c9a-481c-b395-1457a5fb14fd","UKFS_060.basePlot.vst","2018-10-22","D06","UKFS","UKFS_060","tower","deciduousForest",39.043013,-95.197094,"WGS84",20.1,309855.29,4323846.86,"15N",299.8,0.2,"vst_UKFS_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"100","noneSelected",800,400,800,,,,
"76cb3c5f-69c5-473e-a09a-8764f88698a7","UKFS_058.basePlot.vst","2018-10-22","D06","UKFS","UKFS_058","tower","deciduousForest",39.039343,-95.191082,"WGS84",20.1,310365.83,4323426.98,"15N",309.0,0.2,"vst_UKFS_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",800,800,800,,,,
"09028db4-641b-4e1d-9d40-30815d7c1f20","UKFS_032.basePlot.vst","2018-10-23","D06","UKFS","UKFS_032","tower","deciduousForest",39.041659,-95.197030,"WGS84",20.1,309857.20,4323696.45,"15N",301.6,0.1,"vst_UKFS_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","100",800,400,400,,,,
"79c1be72-998d-4d77-ac08-effb8b54696e","UKFS_054.basePlot.vst","2018-10-24","D06","UKFS","UKFS_054","tower","deciduousForest",39.034222,-95.189174,"WGS84",20.1,310517.30,4322854.62,"15N",295.4,0.1,"vst_UKFS_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"100","noneSelected",800,400,800,,,,
"83a0fa7c-4118-4725-82c8-8b051bb12b3f","UKFS_051.basePlot.vst","2018-10-25","D06","UKFS","UKFS_051","tower","evergreenForest",39.043335,-95.193274,"WGS84",20.1,310186.79,4323874.62,"15N",323.5,0.1,"vst_UKFS_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"25","noneSelected",800,100,800,,,,
