uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"456a03b3-685f-4ee6-b71a-260c9907860c","SRER_020.basePlot.vst","2019-10-02","D14","SRER","SRER_020","distributed","shrubScrub",31.772365,-110.876370,"WGS84",20.1,511706.28,3515211.17,"12N",1165.2,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"be041a04-1950-4fce-897f-90909aab15ec","SRER_007.basePlot.vst","2019-10-03","D14","SRER","SRER_007","distributed","shrubScrub",31.897668,-110.874932,"WGS84",20.1,511826.45,3529099.88,"12N",938.1,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"9603603c-8272-4e66-8eb0-65a4e2e6dba5","SRER_019.basePlot.vst","2019-10-08","D14","SRER","SRER_019","distributed","shrubScrub",31.860538,-110.843902,"WGS84",20.1,514766.57,3524988.17,"12N",1085.6,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"827db892-5e6b-4cde-859d-1ddd19956e2a","SRER_018.basePlot.vst","2019-10-15","D14","SRER","SRER_018","distributed","shrubScrub",31.897965,-110.908251,"WGS84",20.1,508675.77,3529129.64,"12N",898.2,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","40_1","N",,"25","noneSelected",400,200,400,,,,
"e32b94d5-339a-471c-a83f-f0a05a53459d","SRER_014.basePlot.vst","2019-10-15","D14","SRER","SRER_014","distributed","shrubScrub",31.874117,-110.887014,"WGS84",20.1,510686.69,3526488.22,"12N",963.8,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"adf23949-713b-4818-9ce9-9e5d8a727909","SRER_002.basePlot.vst","2019-10-16","D14","SRER","SRER_002","distributed","shrubScrub",31.870334,-110.856598,"WGS84",20.1,513564.12,3526072.31,"12N",1032.0,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"075fed1e-b1eb-410d-8165-3c7798ada108","SRER_001.basePlot.vst","2019-10-16","D14","SRER","SRER_001","distributed","shrubScrub",31.862142,-110.818853,"WGS84",20.1,517135.87,3525169.64,"12N",1172.1,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"c28805fe-b7c7-44f4-a64c-7f173a7eaea9","SRER_009.basePlot.vst","2019-10-17","D14","SRER","SRER_009","distributed","shrubScrub",31.844582,-110.834730,"WGS84",20.1,515636.92,3523220.89,"12N",1145.2,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"4b60745f-b71e-4282-89d0-e331cf4c73b4","SRER_013.basePlot.vst","2019-10-22","D14","SRER","SRER_013","distributed","shrubScrub",31.809753,-110.893755,"WGS84",20.1,510056.08,3519353.48,"12N",1066.7,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"c41ffcf5-7eb9-49c4-9750-9b6925d0d48a","SRER_004.basePlot.vst","2019-10-23","D14","SRER","SRER_004","distributed","shrubScrub",31.906778,-110.815262,"WGS84",20.0,517467.14,3530117.70,"12N",1044.5,0.0,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
"975892c5-81af-41c6-9cda-f4e97f801b77","SRER_003.basePlot.vst","2019-10-30","D14","SRER","SRER_003","distributed","shrubScrub",31.840609,-110.917189,"WGS84",20.1,507835.44,3522771.61,"12N",974.5,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"42c3450d-5277-47ab-af6d-2689dcff2254","SRER_010.basePlot.vst","2019-10-30","D14","SRER","SRER_010","distributed","shrubScrub",31.800537,-110.909297,"WGS84",20.1,508585.88,3518330.65,"12N",1042.7,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"602383aa-0bc5-401f-b4c9-23b1a1b38d86","SRER_008.basePlot.vst","2019-10-31","D14","SRER","SRER_008","distributed","shrubScrub",31.867013,-110.814720,"WGS84",20.1,517525.91,3525710.20,"12N",1177.2,0.1,"vst_SRER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
