uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"20d4f844-a6dc-4e21-a619-e0baa41c343f","SJER_022.basePlot.vst","2019-11-04","D17","SJER","SJER_022","distributed","grasslandHerbaceous",37.080176,-119.716934,"WGS84",20.1,258487.03,4107220.61,"11N",325.5,0.1,"vst_SJER_2019",,,,"NEON.DOC.000987vG","Y","Y",,"N",,"N",,"noneSelected","noneSelected",,,,,,,
"ca7e9859-d2b3-4d53-b113-7557e4ad7d8d","SJER_009.basePlot.vst","2019-11-04","D17","SJER","SJER_009","distributed","grasslandHerbaceous",37.117532,-119.738492,"WGS84",20.1,256689.90,4111421.06,"11N",454.1,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"9a0ed4f6-8dc6-4d60-989d-348849bfa421","SJER_014.basePlot.vst","2019-11-04","D17","SJER","SJER_014","distributed","grasslandHerbaceous",37.078744,-119.720266,"WGS84",20.1,258186.23,4107070.18,"11N",288.4,0.1,"vst_SJER_2019",,,,"NEON.DOC.000987vG","N","N",,"N",,"N",,"noneSelected","noneSelected",,,,,,,
"ff3c8c32-cb8d-473e-af8a-7bccd6ad4061","SJER_016.basePlot.vst","2019-11-04","D17","SJER","SJER_016","distributed","grasslandHerbaceous",37.077219,-119.716137,"WGS84",20.1,258548.50,4106890.45,"11N",271.0,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"N",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"201ccf30-a68b-443a-bf71-2712a1e64133","SJER_015.basePlot.vst","2019-11-04","D17","SJER","SJER_015","distributed","grasslandHerbaceous",37.081979,-119.720354,"WGS84",20.1,258188.69,4107429.39,"11N",314.7,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"8124a117-19c1-4c6b-a629-a654cdf473c8","SJER_006.basePlot.vst","2019-11-05","D17","SJER","SJER_006","distributed","grasslandHerbaceous",37.102924,-119.749115,"WGS84",20.1,255698.90,4109827.31,"11N",424.0,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"b39a53d3-9b96-461c-9a87-9a8b53f0c912","SJER_026.basePlot.vst","2019-11-05","D17","SJER","SJER_026","distributed","shrubScrub",37.101235,-119.729168,"WGS84",20.1,257466.48,4109588.71,"11N",377.2,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"66de691e-ff7e-46f0-91ff-2d5ffdfcee46","SJER_008.basePlot.vst","2019-11-13","D17","SJER","SJER_008","distributed","evergreenForest",37.107458,-119.717536,"WGS84",20.2,258520.17,4110249.61,"11N",400.2,0.2,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"56c50ee2-2207-44c3-bd9e-997966155d7c","SJER_007.basePlot.vst","2019-11-14","D17","SJER","SJER_007","distributed","grasslandHerbaceous",37.113927,-119.753247,"WGS84",20.1,255367.06,4111058.96,"11N",426.1,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y","32|41","N",,"noneSelected","noneSelected",400,400,400,,,,
"487e8e8b-abb6-4fa5-8c8f-2f6ef9750efc","SJER_021.basePlot.vst","2019-11-14","D17","SJER","SJER_021","distributed","grasslandHerbaceous",37.110743,-119.750784,"WGS84",20.1,255575.71,4110699.29,"11N",405.6,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","N",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"6c6ea7e6-0e8f-4d97-8a90-4423600af1e2","SJER_004.basePlot.vst","2019-11-14","D17","SJER","SJER_004","distributed","grasslandHerbaceous",37.108972,-119.746305,"WGS84",20.1,255968.09,4110491.23,"11N",383.1,0.1,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","31|32|40","Y","32","N",,"noneSelected","noneSelected",400,400,400,,,,
"39a2eb89-a12d-489e-8d63-9350619dc08a","SJER_025.basePlot.vst","2019-11-19","D17","SJER","SJER_025","distributed","shrubScrub",37.127266,-119.759842,"WGS84",20.1,254824.02,4112556.23,"11N",432.6,0.2,"vst_SJER_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
