uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"74ab04ed-2221-4bf1-918e-958106d0ca91","UNDE_057.basePlot.vst","2018-08-09","D05","UNDE","UNDE_057","tower","woodyWetlands",46.234299,-89.540913,"WGS84",20.2,304086.02,5123218.48,"16N",516.0,0.2,"vst_UNDE_2017",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"100","noneSelected",800,400,800,,"hcrowley@battelleecology.org","skacmarsky@battelleecology.org",
"306199b3-e0de-4c0b-a72f-c05f3e51404a","UNDE_054.basePlot.vst","2018-08-09","D05","UNDE","UNDE_054","tower","deciduousForest",46.231644,-89.537275,"WGS84",20.3,304357.07,5122914.51,"16N",520.7,0.4,"vst_UNDE_2017",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"84122c72-4d57-4f79-a197-9bc06bf4430f","UNDE_047.basePlot.vst","2018-08-10","D05","UNDE","UNDE_047","tower","deciduousForest",46.232770,-89.536561,"WGS84",20.2,304416.13,5123037.86,"16N",509.8,0.3,"vst_UNDE_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"3cea0676-473a-4cd8-8c7f-e3f0ba05c130","UNDE_061.basePlot.vst","2018-08-10","D05","UNDE","UNDE_061","tower","deciduousForest",46.233351,-89.535041,"WGS84",20.2,304535.39,5123098.66,"16N",508.4,0.2,"vst_UNDE_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"29053ce7-6fdb-46a7-87a5-848dcb0d43ff","UNDE_058.basePlot.vst","2018-08-10","D05","UNDE","UNDE_058","tower","deciduousForest",46.231090,-89.538847,"WGS84",20.1,304233.89,5122856.84,"16N",520.6,0.2,"vst_UNDE_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"f4b774f8-1b42-4624-9794-74fa0057ba84","UNDE_045.basePlot.vst","2018-08-10","D05","UNDE","UNDE_045","tower","deciduousForest",46.233222,-89.539694,"WGS84",20.3,304176.17,5123095.81,"16N",521.2,0.4,"vst_UNDE_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"ecb25ba5-1caf-429b-8c3d-630591bddc2c","UNDE_065.basePlot.vst","2018-08-10","D05","UNDE","UNDE_065","tower","mixedForest",46.236329,-89.533647,"WGS84",20.2,304653.44,5123426.10,"16N",516.4,0.3,"vst_UNDE_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"f78bd421-a292-4801-853f-e226450062e6","UNDE_078.basePlot.vst","2018-08-10","D05","UNDE","UNDE_078","tower","mixedForest",46.234214,-89.531597,"WGS84",20.1,304803.99,5123186.06,"16N",506.7,0.2,"vst_UNDE_2018",,,,"NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"tmiller@battelleecology.org","mjoyce@battelleecology.org",
"cb855742-e652-4481-a70d-d83aa383f8c5","UNDE_055.basePlot.vst","2018-08-13","D05","UNDE","UNDE_055","tower","mixedForest",46.229528,-89.536012,"WGS84",20.2,304446.94,5122676.30,"16N",509.5,0.3,"vst_UNDE_2018",,,"23 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org",
"d50530f6-a565-4e8d-95d5-aa35f7da5117","UNDE_060.basePlot.vst","2018-08-13","D05","UNDE","UNDE_060","tower","deciduousForest",46.231420,-89.535710,"WGS84",20.2,304476.95,5122885.76,"16N",507.9,0.3,"vst_UNDE_2018",,,"21 | 23","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org",
"eef77c2e-9830-4a25-a0e5-089e41275487","UNDE_038.basePlot.vst","2018-08-13","D05","UNDE","UNDE_038","tower","woodyWetlands",46.232249,-89.534573,"WGS84",20.3,304567.56,5122975.07,"16N",505.5,0.4,"vst_UNDE_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org",
"dd110f75-c124-4447-9abf-207d11e18993","UNDE_037.basePlot.vst","2018-08-13","D05","UNDE","UNDE_037","tower","mixedForest",46.231276,-89.541941,"WGS84",20.2,303995.99,5122885.15,"16N",524.4,0.2,"vst_UNDE_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"477f945a-c0f0-4599-9c44-c3c59b9b71fc","UNDE_044.basePlot.vst","2018-08-13","D05","UNDE","UNDE_044","tower","mixedForest",46.231744,-89.532640,"WGS84",20.3,304714.81,5122914.20,"16N",507.4,0.4,"vst_UNDE_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"a19fcfc7-02b9-4347-b644-ddfc2280b56f","UNDE_056.basePlot.vst","2018-08-13","D05","UNDE","UNDE_056","tower","deciduousForest",46.232064,-89.543158,"WGS84",20.1,303904.96,5122975.71,"16N",528.5,0.2,"vst_UNDE_2018",,,"23 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"2c23e370-809c-421f-9c4c-6418d4ac8364","UNDE_043.basePlot.vst","2018-08-13","D05","UNDE","UNDE_043","tower","deciduousForest",46.234247,-89.542459,"WGS84",20.2,303966.63,5123216.53,"16N",525.7,0.3,"vst_UNDE_2018",,,"23 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"219862ae-1901-4a69-96b6-661183929bb5","UNDE_049.basePlot.vst","2018-08-13","D05","UNDE","UNDE_049","tower","mixedForest",46.230581,-89.536457,"WGS84",20.2,304416.37,5122794.39,"16N",509.9,0.3,"vst_UNDE_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"9d23f8aa-c63a-443b-89c5-61a91a768f90","UNDE_059.basePlot.vst","2018-08-13","D05","UNDE","UNDE_059","tower","woodyWetlands",46.230692,-89.532533,"WGS84",20.1,304719.33,5122797.05,"16N",508.5,0.2,"vst_UNDE_2018",,,"23 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"100","noneSelected",800,400,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"38554a69-0568-4b26-a498-6751bac290d0","UNDE_050.basePlot.vst","2018-08-13","D05","UNDE","UNDE_050","tower","deciduousForest",46.229500,-89.537992,"WGS84",20.2,304294.16,5122678.07,"16N",513.0,0.2,"vst_UNDE_2018",,,"21 | 39","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tmiller@battelleecology.org",
"8206172c-8ae0-4c29-a2ee-3f7abf0c47fe","UNDE_048.basePlot.vst","2018-08-13","D05","UNDE","UNDE_048","tower","mixedForest",46.232136,-89.540445,"WGS84",20.1,304114.40,5122977.00,"16N",526.9,0.2,"vst_UNDE_2018",,,"39 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"25","noneSelected",800,100,800,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org",
