uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"bf5d1841-9747-49aa-9959-fb702dd65b0a","NIWO_005.basePlot.vst","2019-09-05","D13","NIWO","NIWO_005","distributed","evergreenForest",40.043663,-105.569904,"WGS84",20.1,451384.02,4432758.96,"13N",3284.7,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"dabad436-12b4-495e-9fd4-9584941f4ce1","NIWO_012.basePlot.vst","2019-09-09","D13","NIWO","NIWO_012","distributed","evergreenForest",40.034769,-105.559629,"WGS84",20.3,452254.34,4431766.24,"13N",3151.6,0.4,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"b7ceb457-3eba-45c0-9805-97d2bcc6db5b","NIWO_016.basePlot.vst","2019-09-10","D13","NIWO","NIWO_016","distributed","evergreenForest",40.048378,-105.542505,"WGS84",20.1,453724.51,4433267.69,"13N",3109.9,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,,,
"6301a25e-8618-4170-a501-f4266ac1a37c","NIWO_015.basePlot.vst","2019-09-12","D13","NIWO","NIWO_015","distributed","evergreenForest",40.040114,-105.572665,"WGS84",20.1,451145.96,4432366.56,"13N",3246.5,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"bbc2e94a-e7dc-40e0-88ab-86fd9894227d","NIWO_011.basePlot.vst","2019-09-12","D13","NIWO","NIWO_011","distributed","evergreenForest",40.033991,-105.555396,"WGS84",20.2,452614.95,4431677.63,"13N",3126.3,0.3,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32_2","N",,"10","noneSelected",400,80,400,,,,
"e21987d9-df8c-462b-a024-63a27c135b2b","NIWO_001.basePlot.vst","2019-09-16","D13","NIWO","NIWO_001","distributed","evergreenForest",40.042345,-105.558975,"WGS84",20.1,452315.42,4432606.77,"13N",3213.5,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","41_1","N",,"10","noneSelected",400,80,400,,,,
"ac0f037b-7347-4dad-9bd7-4f339adb4ada","NIWO_004.basePlot.vst","2019-09-16","D13","NIWO","NIWO_004","distributed","evergreenForest",40.043059,-105.581501,"WGS84",20.1,450394.29,4432698.32,"13N",3312.5,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32_2","N",,"25","noneSelected",400,200,400,,,,
"41a30afb-bc81-4161-8783-8342b75fa4f4","NIWO_009.basePlot.vst","2019-09-17","D13","NIWO","NIWO_009","distributed","evergreenForest",40.045048,-105.560411,"WGS84",20.1,452194.80,4432907.55,"13N",3274.2,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","32_2","N",,"10","noneSelected",400,80,400,,,,
"78b191e6-a817-4a41-9186-139439a0b2bc","NIWO_014.basePlot.vst","2019-09-18","D13","NIWO","NIWO_014","distributed","evergreenForest",40.050779,-105.548152,"WGS84",20.1,453244.46,4433537.13,"13N",3214.5,0.1,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","31_4","N",,"10","noneSelected",400,80,400,,,,
"c468aa16-818c-406b-820d-d7b372441505","NIWO_010.basePlot.vst","2019-09-19","D13","NIWO","NIWO_010","distributed","evergreenForest",40.037193,-105.568790,"WGS84",20.1,451474.47,4432040.24,"13N",3189.0,0.2,"vst_NIWO_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",400,200,400,,,,
