uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"a61467b3-6226-46ed-adf4-c8d771c43047","TREE_002.basePlot.vst","2019-10-07","D05","TREE","TREE_002","distributed","woodyWetlands",45.492353,-89.567781,"WGS84",20.3,299361.40,5040854.32,"16N",457.5,0.4,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"7723e28a-dc8e-4400-b898-fd9b2eddc23b","TREE_001.basePlot.vst","2019-10-07","D05","TREE","TREE_001","distributed","evergreenForest",45.487729,-89.569881,"WGS84",20.2,299180.87,5040345.87,"16N",452.5,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"56388efa-2006-459d-bf4b-3901adf23088","TREE_003.basePlot.vst","2019-10-08","D05","TREE","TREE_003","distributed","deciduousForest",45.490243,-89.577675,"WGS84",20.2,298580.79,5040644.68,"16N",464.3,0.3,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","40","N",,"noneSelected","noneSelected",400,400,400,,,,
"3b56d209-1d8a-4870-b587-e6987e7d19dd","TREE_004.basePlot.vst","2019-10-08","D05","TREE","TREE_004","distributed","woodyWetlands",45.479917,-89.556089,"WGS84",20.2,300230.98,5039443.59,"16N",448.9,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"d763b1df-7ed9-4dbc-885f-a174f12536fe","TREE_007.basePlot.vst","2019-10-09","D05","TREE","TREE_007","distributed","deciduousForest",45.496911,-89.557229,"WGS84",20.2,300202.02,5041334.38,"16N",456.7,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"3","noneSelected",400,24,400,,,,
"a6632675-dd9d-4079-bc69-276d59883e30","TREE_008.basePlot.vst","2019-10-09","D05","TREE","TREE_008","distributed","woodyWetlands",45.480466,-89.554970,"WGS84",20.2,300320.38,5039501.80,"16N",447.8,0.3,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,,,
"972a3117-5cf3-456d-ab62-c8e6cbcc9e3c","TREE_006.basePlot.vst","2019-10-09","D05","TREE","TREE_006","distributed","mixedForest",45.491627,-89.551228,"WGS84",20.3,300652.22,5040732.43,"16N",466.2,0.4,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"ac792639-c968-4448-858a-86a25fef7498","TREE_010.basePlot.vst","2019-10-10","D05","TREE","TREE_010","distributed","deciduousForest",45.494884,-89.563290,"WGS84",20.1,299721.28,5041124.29,"16N",463.8,0.1,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,,,
"40e7e417-f48e-4bf4-9976-13e8cfe4343c","TREE_009.basePlot.vst","2019-10-16","D05","TREE","TREE_009","distributed","woodyWetlands",45.485858,-89.569418,"WGS84",20.3,299210.40,5040136.85,"16N",449.6,0.5,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"9ef8327b-b263-4ba3-8cd5-0eee115323f5","TREE_014.basePlot.vst","2019-10-16","D05","TREE","TREE_014","distributed","mixedForest",45.486646,-89.569452,"WGS84",20.2,299210.54,5040224.48,"16N",454.9,0.3,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"1","noneSelected",400,8,400,,,,
"c29ca915-8816-4ee7-9885-a7a95b2ef308","TREE_005.basePlot.vst","2019-10-16","D05","TREE","TREE_005","distributed","woodyWetlands",45.481809,-89.555400,"WGS84",20.2,300291.52,5039652.07,"16N",447.8,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"f677465a-428f-4ed8-9457-0330cff9b960","TREE_012.basePlot.vst","2019-10-17","D05","TREE","TREE_012","distributed","woodyWetlands",45.491401,-89.573517,"WGS84",20.3,298909.82,5040762.91,"16N",455.4,0.3,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"ca658a38-8cce-4a18-afa8-8bb6822350dc","TREE_017.basePlot.vst","2019-10-24","D05","TREE","TREE_017","distributed","deciduousForest",45.492422,-89.576619,"WGS84",20.2,298671.08,5040884.11,"16N",465.8,0.2,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"1","noneSelected",400,8,400,,,,
"3ff17bc4-894a-4f10-9e50-4f319a7672f4","TREE_015.basePlot.vst","2019-10-24","D05","TREE","TREE_015","distributed","mixedForest",45.486970,-89.554887,"WGS84",20.2,300349.86,5040224.16,"16N",462.1,0.5,"vst_TREE_2019",,,"31 | 32 |  40 | 41","NEON.DOC.000987vH","Y","Y",,"Y",,"N",,"10","noneSelected",400,80,,,,,
