uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"9b12d421-2465-4669-b594-53b7400ae9be","ABBY_076.basePlot.vst","2018-07-26","D16","ABBY","ABBY_076","tower","evergreenForest",45.763791,-122.330004,"WGS84",20.1,552099.63,5068021.85,"10N",358.6,0.1,"vst_ABBY_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"shrub/sapling nested reduced from 100 m^2 to 25 m^2 2018","ccordell@battelleecology.org","hspencer@battelleecology.org",
"499f801e-33f1-4105-bee9-64c4dcf364a7","ABBY_062.basePlot.vst","2018-07-26","D16","ABBY","ABBY_062","tower","evergreenForest",45.763476,-122.328069,"WGS84",20.1,552250.39,5067988.12,"10N",342.2,0.2,"vst_ABBY_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","39_3|41_1|41_4","N",,"25","noneSelected",800,100,800,,"hspencer@battelleecology.org","ccordell@battelleecology.org",
"898a7baf-344c-443c-82de-392956a4c77d","ABBY_067.basePlot.vst","2018-07-27","D16","ABBY","ABBY_067","tower","evergreenForest",45.760563,-122.331558,"WGS84",20.1,551981.78,5067662.20,"10N",359.9,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"Jzemaitis@battelleecology.org","ccordell@battelleecology.org",
"66d6f078-b2c8-46b7-8e83-67cb42097af5","ABBY_068.basePlot.vst","2018-07-27","D16","ABBY","ABBY_068","tower","evergreenForest",45.760510,-122.328493,"WGS84",20.1,552220.18,5067658.31,"10N",365.4,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"ccordell@battelleecology.org","jbrittain@battelleecology.org",
"9004bdfd-dda2-4d3a-b6d4-9b95168cf9c6","ABBY_064.basePlot.vst","2018-07-27","D16","ABBY","ABBY_064","tower","grasslandHerbaceous",45.762429,-122.328467,"WGS84",20.1,552220.42,5067871.53,"10N",361.1,0.1,"vst_ABBY_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"jbrittain@battelleecology.org","ccordell@battelleecology.org",
"623d6b94-fecb-403b-b2c0-fcf8a886e7e5","ABBY_063.basePlot.vst","2018-07-30","D16","ABBY","ABBY_063","tower","evergreenForest",45.760513,-122.330039,"WGS84",20.1,552099.96,5067657.64,"10N",362.2,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"klazarus@battelleecology.org","hspencer@battelleecology.org",
"c4cb1521-dc6e-4464-a682-cc216d590ffc","ABBY_074.basePlot.vst","2018-07-30","D16","ABBY","ABBY_074","tower","evergreenForest",45.761302,-122.325028,"WGS84",20.1,552488.90,5067748.57,"10N",365.7,0.1,"vst_ABBY_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"Jzemaitis@battelleecology.org","ccordell@battelleecology.org",
"3f6e1126-5982-478d-bb50-beb4c1b8bdbc","ABBY_075.basePlot.vst","2018-07-30","D16","ABBY","ABBY_075","tower","shrubScrub",45.762125,-122.323463,"WGS84",20.1,552609.83,5067841.04,"10N",343.6,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"klazarus@battelleecology.org","kwright@battelleecology.org",
"a9ac9ad4-0b88-4d92-ba74-8e7ac5cab02c","ABBY_069.basePlot.vst","2018-07-30","D16","ABBY","ABBY_069","tower","grasslandHerbaceous",45.761584,-122.327321,"WGS84",20.1,552310.32,5067778.40,"10N",368.2,0.2,"vst_ABBY_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"shrub/sapling nested reduced from 100 m^2 to 25 m^2 2018","kdrahota@battelleecology.org","ccordell@battelleecology.org",
"f8276428-c54f-412e-bc42-57d15e2d2683","ABBY_061.basePlot.vst","2018-07-31","D16","ABBY","ABBY_061","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"Jzemaitis@battelleecology.org","ccordell@battelleecology.org",
"611aba99-9076-459d-a1b1-c60e715f0bf8","ABBY_070.basePlot.vst","2018-07-31","D16","ABBY","ABBY_070","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"vst_ABBY_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"Jzemaitis@battelleecology.org","ccordell@battelleecology.org",
