uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"d6f07f58-cd1d-442d-8d76-22835f8d02f3","JERC_066.basePlot.vst","2018-06-04","D03","JERC","JERC_066","tower","evergreenForest",31.197553,-84.463761,"WGS84",20.3,741661.00,3454267.78,"16N",42.4,0.4,"vst_JERC_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"sknowlden@battelleecology.org","kmartin@battelleecology.org",
"4c50da52-4b89-4d4f-88ad-f4225d68b767","JERC_059.basePlot.vst","2018-06-05","D03","JERC","JERC_059","tower","evergreenForest",31.198066,-84.462488,"WGS84",20.3,741781.03,3454327.45,"16N",42.6,0.4,"vst_JERC_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"kmartin@battelleecology.org","sknowlden@battelleecology.org",
"3bb48633-a486-4532-8925-8342485ab5f3","JERC_064.basePlot.vst","2018-06-05","D03","JERC","JERC_064","tower","evergreenForest",31.200612,-84.466534,"WGS84",20.2,741388.93,3454600.90,"16N",39.6,0.5,"vst_JERC_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"kmartin@battelleecology.org","sknowlden@battelleecology.org",
"46b157e3-c949-40ff-a350-c307b7fe7d0e","JERC_057.basePlot.vst","2018-06-06","D03","JERC","JERC_057","tower","mixedForest",31.200938,-84.469658,"WGS84",20.1,741090.35,3454630.22,"16N",34.3,0.2,"vst_JERC_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","Y","presentInAll","noneSelected","noneSelected",800,800,800,,"kmartin@battelleecology.org","sknowlden@battelleecology.org",
"3bb5a5f2-efe2-4cc5-ac27-8e0a6d49edfd","JERC_047.basePlot.vst","2018-06-12","D03","JERC","JERC_047","tower","evergreenForest",31.198433,-84.467178,"WGS84",20.2,741333.09,3454357.89,"16N",36.4,0.3,"vst_JERC_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","Y","presentInAll","25","noneSelected",800,100,800,,"sknowlden@battelleecology.org","ebaldwin@battelleecology.org",
"73bc68e0-9239-456f-92ac-a5fd9a56c252","JERC_052.basePlot.vst","2018-06-13","D03","JERC","JERC_052","tower","evergreenForest",31.195408,-84.464139,"WGS84",20.1,741630.43,3454029.12,"16N",46.1,0.2,"vst_JERC_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"sknowlden@battelleecology.org","ebaldwin@battelleecology.org",
"cd222745-9904-4784-88e1-fb2d554ded48","JERC_061.basePlot.vst","2018-06-14","D03","JERC","JERC_061","tower","evergreenForest",31.195445,-84.465398,"WGS84",20.3,741510.34,3454030.47,"16N",50.4,0.3,"vst_JERC_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"sknowlden@battelleecology.org","ebaldwin@battelleecology.org",
"c5492cbf-8947-49f1-85a4-80122b2c8054","JERC_055.basePlot.vst","2018-06-14","D03","JERC","JERC_055","tower","evergreenForest",31.194074,-84.465133,"WGS84",20.1,741539.08,3453879.03,"16N",41.3,0.2,"vst_JERC_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","39","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"sknowlden@battelleecology.org","ebaldwin@battelleecology.org",
"2af672c3-5c09-4111-bbc3-bf10253345a1","JERC_063.basePlot.vst","2018-06-18","D03","JERC","JERC_063","tower","evergreenForest",31.195656,-84.462881,"WGS84",20.1,741749.71,3454059.37,"16N",46.5,0.2,"vst_JERC_2018",,,"21 | 23","NEON.DOC.000987vG","Y","Y",,"N",,"N",,"100","noneSelected",800,400,800,,"sknowlden@battelleecology.org","mkerstein@neoninc.org",
"0bf2089e-5af4-430c-9b51-2445f7bbfcf1","JERC_053.basePlot.vst","2018-06-19","D03","JERC","JERC_053","tower","evergreenForest",31.194044,-84.463553,"WGS84",20.2,741689.75,3453879.16,"16N",45.0,0.2,"vst_JERC_2017",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"sknowlden@battelleecology.org","mkerstein@neoninc.org",
"21b3460f-9c71-4a72-afb9-28b6cb2d2b02","JERC_058.basePlot.vst","2018-06-20","D03","JERC","JERC_058","tower","evergreenForest",31.194552,-84.462282,"WGS84",20.3,741809.61,3453938.27,"16N",47.7,0.4,"vst_JERC_2017",,,"21 | 23","NEON.DOC.000987vG","Y","Y",,"Y",,"N",,"100","noneSelected",800,400,800,,"sknowlden@battelleecology.org","mkerstein@neoninc.org",
